Name,Name Stripped,FoundryId,Type,Origin,Search,HammergenId,Mapped,Note
Sure Shot,sureshot,phXzaUxl3mFqkmDq,talent,foundry,sureshot,5ce8688be0055a4d2822cb34,TRUE,
Surgery,surgery,NP4EHyyh1yOLbsPU,talent,foundry,surgery,5d1695a4339d63247c167c8b,TRUE,
Tenacious,tenacious,jviOQmy0luQOySC2,talent,foundry,tenacious,5cfab7f86cae6e5698164c49,TRUE,
Tinker,tinker,6lQRRgjz8IZH4bbV,talent,foundry,tinker,5cf97f6ac611a9288474f5c6,TRUE,
Tower of Memories,towerofmemories,V9N0LMnXf1WYseCL,talent,foundry,towerofmemories,5cec52930e6e5834986ea455,TRUE,
Trapper,trapper,a7v422EZcOUUC20X,talent,foundry,trapper,5ce8579906ad2230542604e8,TRUE,
Trick Riding,trickriding,FjTnaxixsu1ShNNr,talent,foundry,trickriding,5cea5b8b0bf34d4a646aa979,TRUE,
Tunnel Rat,tunnelrat,Z91GFaT6FhEwyESU,talent,foundry,tunnelrat,5d0f38dea6b5ad5d006b21f0,TRUE,
Unshakable,unshakable,8oWhzlcw7oiHGMFu,talent,foundry,foundry,5cf984b3c611a9288474f5cd,FALSE,
Very Resilient,veryresilient,RmY0CUjiFYZ3GEKY,talent,foundry,veryresilient,5cea99b6ba626c52981c279e,TRUE,
Very Strong,verystrong,Zf0vk2rjllpDh0Ua,talent,foundry,verystrong,5ce9b0b1c831083940ff5846,TRUE,
War Leader,warleader,vCgEAetBMngR53aT,talent,foundry,warleader,5cea5d960bf34d4a646aa97a,TRUE,
War Wizard,warwizard,F2EiuAc6IpaGd4J7,talent,foundry,warwizard,5d18980123353e73dca2ec7a,TRUE,
Warrior Born,warriorborn,zGQ0ShUTSlUvVtWh,talent,foundry,warriorborn,5cebcaa6e1eba33c449de812,TRUE,
Waterman,waterman,tlEg21DHMEJoWcJq,talent,foundry,waterman,5ce9b187c831083940ff5847,TRUE,
Wealthy,wealthy,OROfMcVqRnZHINkU,talent,foundry,wealthy,5ce1beb684577f3a58e9b5dc,TRUE,
Well-prepared,wellprepared,SHH2vUpNxj0wmmPT,talent,foundry,wellprepared,5d18844c23353e73dca2ec68,TRUE,
Witch!,witch,qdMbxW09FUoYBzmB,talent,foundry,witch,5d14fbdb2407427648a7654c,TRUE,
Animalistic Legs,animalisticlegs,op4GKikIQee7JMXw,mutation,foundry,animalisticlegs,5f8dbfb6d2dfb95cda117bac,TRUE,
Awful Cravings,awfulcravings,WUuVChLDF6fOLmHX,mutation,foundry,awfulcravings,5f8dcc80d2dfb95cda117bb5,TRUE,
Beast Within,beastwithin,VeCvAdN7TnwEyyu0,mutation,foundry,beastwithin,5f8e11432b9883954565054c,TRUE,
Chaotic Dreams,chaoticdreams,0jaMZRJvJ5L12WZ2,mutation,foundry,chaoticdreams,5f8e117dd1949bb61bf0d39f,TRUE,
Corpulent,corpulent,iLZcSRUbxKBecACZ,mutation,foundry,corpulent,5f8dbfc9d2dfb95cda117bad,TRUE,
Crawling Skin,crawlingskin,DVF74DvmMttrvboI,mutation,foundry,crawlingskin,5f8e118f2b9883954565054d,TRUE,
Distended Digits,distendeddigits,t1sSiZO0cCKbT4ZA,mutation,foundry,distendeddigits,5f8dbfefd2dfb95cda117bae,TRUE,
Emaciated,emaciated,dsYDcdQfJGc7wxSX,mutation,foundry,emaciated,5f8dc005d2dfb95cda117baf,TRUE,
Enormous Eye,enormouseye,JaEYSLJU5B2bknNc,mutation,foundry,enormouseye,5f8dc0155c5ff9fd411f030f,TRUE,
Erratic Fantasist,erraticfantasist,2xvxa9Y8cqHzxuPd,mutation,foundry,erraticfantasist,5f8e119fb771fd6aa7342de9,TRUE,
Extra Leg Joints,extralegjoints,u5lMTKaOsZfiE3p0,mutation,foundry,extralegjoints,5f8dc0245c5ff9fd411f0310,TRUE,
Extra Mouth,extramouth,NzRTWXHlQ8I46RW4,mutation,foundry,FALSE,FALSE,FALSE,
Fearful Concern,fearfulconcern,CAqBwTw411GEyc4d,mutation,foundry,fearfulconcern,5f8e11ac2b9883954565054e,TRUE,
Fleshy Tentacle,fleshytentacle,GtACPDzi25YNgV0m,mutation,foundry,fleshytentacle,5f8dc05a5c5ff9fd411f0312,TRUE,
Glowing Skin,glowingskin,LWBMThQzG5aCSNXP,mutation,foundry,glowingskin,5f8dc09bc513c07c621a9e95,TRUE,
Hateful Impulses,hatefulimpulses,tcBFO4ATKpT0h3GT,mutation,foundry,hatefulimpulses,5f8e11d82b9883954565054f,TRUE,
Hollow Heart,hollowheart,oZzmVlMOZ02NaPkZ,mutation,foundry,hollowheart,5f8e11e8d1949bb61bf0d3a0,TRUE,
Inhuman Beauty,inhumanbeauty,dAnz27Q409wtHfxc,mutation,foundry,inhumanbeauty,5f8dc0ccd2dfb95cda117bb0,TRUE,
Inverted Face,invertedface,JR6GZJDVNupDnnbm,mutation,foundry,invertedface,5f8dc0e7d2dfb95cda117bb1,TRUE,
Iron Skin,ironskin,hTm0rQkQTpm0OT3n,mutation,foundry,ironskin,5f8dc0f55c5ff9fd411f0313,TRUE,
Jealous Thoughts,jealousthoughts,2JQWBLFSixeI6W6L,mutation,foundry,jealousthoughts,5f8e11f22b98839545650550,TRUE,
Lolling Tongue,lollingtongue,kwLyvpNGE1MrDUw9,mutation,foundry,lollingtongue,5f8dc10c5c5ff9fd411f0314,TRUE,
Lonely Spirit,lonelyspirit,HEaxp50NEPnFiihl,mutation,foundry,lonelyspirit,5f8e1217b771fd6aa7342dea,TRUE,
Mental Blocks,mentalblocks,Seb2VOuQVhBGVGN3,mutation,foundry,mentalblocks,5f8e12212b98839545650551,TRUE,
Patchy Feathers,patchyfeathers,ArCg0WaBxLgPQA8F,mutation,foundry,patchyfeathers,5f8dc427d2dfb95cda117bb2,TRUE,
Profane Urgency,profaneurgency,ytEJJWKVLwcywXCQ,mutation,foundry,FALSE,FALSE,FALSE,
Shaky Morale,shakymorale,Zh68gzYMLW8vZgVo,mutation,foundry,shakymorale,5f8e1259d1949bb61bf0d3a1,TRUE,
Short Legs,shortlegs,4OMI3eligS2L0LiL,mutation,foundry,shortlegs,5f8dc433d2dfb95cda117bb3,TRUE,
Suspicious Mind,suspiciousmind,1MI5UADJkt042mGm,mutation,foundry,suspiciousmind,5f8e126b2b98839545650553,TRUE,
Thorny Scales,thornyscales,SPBRzPenZYA05KiK,mutation,foundry,thornyscales,5f8dc5e3c513c07c621a9e96,TRUE,
Thrill Hunter,thrillhunter,gMsd6II7Y1oBMddp,mutation,foundry,FALSE,FALSE,FALSE,
Tortured Visions,torturedvisions,JS0LEfU1Y5clOJpT,mutation,foundry,torturedvisions,5f8e1281d1949bb61bf0d3a2,TRUE,
Totally Unhinged,totallyunhinged,atYAndIzpFIfq0Wb,mutation,foundry,totallyunhinged,5f8e12902b98839545650554,TRUE,
Unending Malice,unendingmalice,apBxYVRVp4Jt6gxy,mutation,foundry,unendingmalice,5f8e12d2d1949bb61bf0d3a3,TRUE,
Uneven Horns,unevenhorns,Pmcq5P7yRnYsoFYf,mutation,foundry,unevenhorns,5f8dc608d2dfb95cda117bb4,TRUE,
Unholy Rage,unholyrage,MdrqSnA014jBggAV,mutation,foundry,unholyrage,5f8e1346d1949bb61bf0d3a4,TRUE,
Weeping Pus,weepingpus,cXeFXMf7IhxiGGPK,mutation,foundry,FALSE,FALSE,FALSE,
Whiskered Snout,whiskeredsnout,SFKV0IBLLsbCMu7S,mutation,foundry,whiskeredsnout,5f8dc61c5c5ff9fd411f0315,TRUE,
Worried Jitters,worriedjitters,BZ5iT2wQq7rOQ0Vo,mutation,foundry,worriedjitters,5f8e13552b98839545650555,TRUE,
Animal Care,animalcare,MXy22hFCgntdlQrn,skill,foundry,animalcare,5ca91ce545b5ad53fc7b080e,TRUE,
Animal Training ( ),animaltraining,uZpeJ8P0g10UBRdE,skill,foundry,animaltraining,5ca92017451e0b3aa075c6b2,TRUE,
Animal Training (Demigryph),animaltrainingdemigryph,A5I729L56i4WQXfB,skill,foundry,animaltrainingdemigryph,5cac706c25ce892b4c4a91ab,TRUE,
Animal Training (Dog),animaltrainingdog,W0GnDjtcocY6m07J,skill,foundry,animaltrainingdog,5d18b4ad7209656444284f3e,TRUE,
Animal Training (Horse),animaltraininghorse,6am9EDNE43mzwDvG,skill,foundry,animaltraininghorse,5d17e6796dcd9568649b11d6,TRUE,
Animal Training (Pegasus),animaltrainingpegasus,c2HVWH6ZLRn3QjhH,skill,foundry,FALSE,FALSE,FALSE,
Animal Training (Pigeon),animaltrainingpigeon,4HgOG0Ud3V2P52so,skill,foundry,animaltrainingpigeon,5cec2d31488ae64fb84c0483,TRUE,
Art ( ),art,fdq3RFSOKl5b3WzW,skill,foundry,art,5d0ead9cc773f26d50fcc956,TRUE,
Art (Cartography),artcartography,h7OXI7PXcs8EHdxf,skill,foundry,artcartography,63b89d03d059011ad48a867b,TRUE,
Art (Engraving),artengraving,v2eVrGuRfN4p6NCA,skill,foundry,artengraving,63e42ebe6450a8143fabca67,TRUE,
Art (Mosaics),artmosaics,GPrunawhB8das1O7,skill,foundry,art,5d0ead9cc773f26d50fcc956,FALSE,not all art options avalible
Art (Painting),artpainting,bJZ8le54J5OwGqFx,skill,foundry,art,5d0ead9cc773f26d50fcc956,FALSE,not all art options avalible
Art (Sculpture),artsculpture,sUaPQdDiyWcTzC9p,skill,foundry,artsculpture,6727d47749960d00013447b0,TRUE,
Art (Tattoo),arttattoo,AaXk4bfDRTPeeYjn,skill,foundry,art,5d0ead9cc773f26d50fcc956,FALSE,not all art options avalible
Art (Weaving),artweaving,RitSkR0YDixuUei9,skill,foundry,art,5d0ead9cc773f26d50fcc956,FALSE,not all art options avalible
Athletics,athletics,LGHozP5gmQ8cuDQV,skill,foundry,athletics,5ce3027f97b74e3c4cebdbbd,TRUE,
Bribery,bribery,d3VZwO4Y5JH5DXdT,skill,foundry,bribery,5cdf457530259922e8ea2107,TRUE,
Channelling,channelling,V8eRx66SxB9Jha0Q,skill,foundry,channelling,5d11249444bd6063e885c0d6,TRUE,
Channelling ( ),channelling,3MbQF1W8U18ba9fb,skill,foundry,channelling,5d11249444bd6063e885c0d6,TRUE,
Channelling (Aqshy),channellingaqshy,gh91jaxzTBgbMoi5,skill,foundry,channellingaqshy,5d111aa944bd6063e885c0d0,TRUE,
Channelling (Azyr),channellingazyr,hpc8g8Z9rl3fJECS,skill,foundry,channellingazyr,5d111b1344bd6063e885c0d1,TRUE,
Channelling (Chamon),channellingchamon,QJ1sfMkNmIh04nky,skill,foundry,channellingchamon,5d111b5f44bd6063e885c0d2,TRUE,
Channelling (Dhar),channellingdhar,dBwnAzhe0bvobgbY,skill,foundry,channellingdhar,5d1120f844bd6063e885c0d3,TRUE,
Channelling (Ghur),channellingghur,ssCqvqr2ORFX6lPL,skill,foundry,channellingghur,5d11238e44bd6063e885c0d4,TRUE,
Channelling (Ghyran),channellingghyran,RLSVcLqPvnd1cg4U,skill,foundry,channellingghyran,5d11243a44bd6063e885c0d5,TRUE,
Channelling (Hysh),channellinghysh,ChI09rjm2afh1bqI,skill,foundry,channellinghysh,5d112a3aa85de1596cf2620f,TRUE,
Channelling (Shyish),channellingshyish,IQ5MxF1XlWoRomfj,skill,foundry,channellingshyish,5d112abfa85de1596cf26210,TRUE,
Channelling (Ulgu),channellingulgu,e6uURn9IFt09beNU,skill,foundry,channellingulgu,5d112af3a85de1596cf26211,TRUE,
Charm,charm,exLrBrn2mjb6x2Cq,skill,foundry,charm,5cadcbb5828dc9389cc7b169,TRUE,
Charm Animal,charmanimal,4IGdIhnwTaZijzg7,skill,foundry,charmanimal,5ce8410d3ec45d1a88e33239,TRUE,
Climb,climb,sRuMlaPU5xdIrwhd,skill,foundry,climb,5ce841743ec45d1a88e3323a,TRUE,
Consume Alcohol,consumealcohol,R2ytluHiEFF2KQ5e,skill,foundry,consumealcohol,5cadc5d8828dc9389cc7b158,TRUE,
Cool,cool,pxNjTxsp1Kp0SmQe,skill,foundry,cool,5ce114c70f123f1f14a4cc66,TRUE,
Dodge,dodge,1jCxbFAUuFuAPLJl,skill,foundry,dodge,5ce302d497b74e3c4cebdbbe,TRUE,
Drive,drive,iYan4z52v7HYM9u9,skill,foundry,drive,5cdf45c430259922e8ea2108,TRUE,
Endurance,endurance,CcNJsS4jSwB6Ug1J,skill,foundry,endurance,5ce303c497b74e3c4cebdbbf,TRUE,
Entertain (),entertain,0CwV96kTDRF0jUhk,skill,foundry,entertain,5cea88faadaed446d44365e2,TRUE,
Entertain (Comedy),entertaincomedy,1SVd48nGAHbASqr8,skill,foundry,FALSE,FALSE,FALSE,
Entertain (Singing),entertainsinging,UFunAopCNaD8Zdc7,skill,foundry,entertainsinging,5cea8beaadaed446d44365ea,TRUE,
Entertain (Storytelling),entertainstorytelling,qBm2fu3oMhxsDBNQ,skill,foundry,entertainstorytelling,5cea891eadaed446d44365e3,TRUE,
Evaluate,evaluate,bSWoV1IiS5qWNw39,skill,foundry,evaluate,5cdfbaf930259922e8ea210a,TRUE,
Gamble,gamble,7pQo66cESWttzIlb,skill,foundry,gamble,5cdf464330259922e8ea2109,TRUE,
Gossip,gossip,RLQHm1s4IuY9RSr2,skill,foundry,gossip,5cadd044828dc9389cc7b16c,TRUE,
Haggle,haggle,pKLMbmG3Ivt6mzMf,skill,foundry,haggle,5cadcbf8828dc9389cc7b16a,TRUE,
Heal,heal,HXZaV1CJhmTvcAz4,skill,foundry,heal,5cadc62a828dc9389cc7b159,TRUE,
Intimidate,intimidate,I0yPc4PH5erWJLmu,skill,foundry,intimidate,5cadddb1a48cc24ecc4eca98,TRUE,
Intuition,intuition,cYtU0ORRFCOpQLWz,skill,foundry,intuition,5caddaa1a48cc24ecc4eca8d,TRUE,
Language (),language,XQiiwS9m2Du1IMUz,skill,foundry,language,5cadc6a3828dc9389cc7b15a,TRUE,
Language (Albion),languagealbion,Nemd0MJ4MOcOJYhT,skill,foundry,FALSE,FALSE,FALSE,
Language (Battle Tongue),languagebattletongue,nqhgjUbJWglxU59j,skill,foundry,foundry,5cea546f0bf34d4a646aa970,FALSE,
Language (Bretonnian),languagebretonnian,5EvSIh1khpt77uM7,skill,foundry,languagebretonnian,5cea87e2adaed446d44365df,TRUE,
Language (Classical),languageclassical,61L9aX2z164cjm7K,skill,foundry,languageclassical,5cadc70d828dc9389cc7b15b,TRUE,
Language (Elthárin),languageelthrin,5MzxtQSzv5RtJGbw,skill,foundry,foundry,5cea8c22adaed446d44365eb,FALSE,
Language (Estalian),languageestalian,Emd8lVdIpaXTxLwL,skill,foundry,languageestalian,5d18f132eeb0ed74f060f68b,TRUE,
Language (Gospodarinyi),languagegospodarinyi,EXysjCwmGzCOiRDx,skill,foundry,languagegospodarinyi,5f5e920f13ccf32ae905fc91,TRUE,
Language (Grumbarth),languagegrumbarth,xeGpCLz8uGaZb1nL,skill,foundry,languagegrumbarth,5f5e925b13ccf32ae905fc92,TRUE,
Language (Khazalid),languagekhazalid,XzPlUWFDtOOjG98P,skill,foundry,languagekhazalid,5cea89b3adaed446d44365e4,TRUE,
Language (Magick),languagemagick,e3McIND4Rrsn5cE6,skill,foundry,languagemagick,5d126c79a5009175446b700d,TRUE,
Language (Mootish),languagemootish,Cg2b92BRjvxYXZiE,skill,foundry,languagemootish,5cea8a8dadaed446d44365e8,TRUE,
Language (Norse),languagenorse,fPVnjkCnm5nKdKBh,skill,foundry,languagenorse,5f5e92cc13ccf32ae905fc93,TRUE,
Language (Queekish),languagequeekish,kEI7TLacmDfwcM3A,skill,foundry,languagequeekish,642abea5ba6680a279153509,TRUE,
Language (Reikspiel),languagereikspiel,I0QRyEA0tk4IAEAn,skill,foundry,languagereikspiel,5f5e931d807c850c3dcd01b9,TRUE,
Language (Thieves Tongue),languagethievestongue,Uxnxmtvshz8OAVaX,skill,foundry,languagebattleorthief,644d817d1b9a2f929a766dea,FALSE,
Language (Tilean),languagetilean,12e3H6NX4JH0bwI3,skill,foundry,languagetilean,5d18f14ceeb0ed74f060f68c,TRUE,
Language (Wastelander),languagewastelander,X16IoUlKcVLI4MRw,skill,foundry,languagewastelander,5cea8801adaed446d44365e0,TRUE,
Leadership,leadership,oMaJZ5cvCJeOUq9H,skill,foundry,leadership,5caddae3a48cc24ecc4eca8e,TRUE,
Lore (),lore,DRO5DLF6UcfkvNSh,skill,foundry,lore,5cadc77c828dc9389cc7b15c,TRUE,
Lore (Engineering),loreengineering,osMw1Be6YgRBolTm,skill,foundry,loreengineering,5cf97cbfc611a9288474f5c1,TRUE,
Lore (Geology),loregeology,VNjHDKWD6sIbF6BI,skill,foundry,loregeology,5cea8a3aadaed446d44365e6,TRUE,
Lore (Heraldry),loreheraldry,DiP9cmbqUir3HkkK,skill,foundry,loreheraldry,5cea55d10bf34d4a646aa973,TRUE,
Lore (History),lorehistory,FChdV10BCuXQyUhU,skill,foundry,lorehistory,5d0fc194ff5ffa6a34fd1583,TRUE,
Lore (Law),lorelaw,2LDCVJQWkTFszMok,skill,foundry,lorelaw,5ce47184099f0c36546bdde1,TRUE,
Lore (Magick),loremagick,ZQzRZkB9JK1CveMW,skill,foundry,loremagic,5d1273d73807396984fd240d,FALSE,
Lore (Metallurgy),loremetallurgy,nLlRDNRC95plBgXs,skill,foundry,loremetallurgy,5cea8a5badaed446d44365e7,TRUE,
Lore (Science),lorescience,7ToyUcqJDkceoJRd,skill,foundry,lorescience,5cadcc22828dc9389cc7b16b,TRUE,
Lore (Theology),loretheology,d9bGxy6Y3u3rOHIN,skill,foundry,loretheology,5d0eab36c773f26d50fcc952,TRUE,
Melee (),melee,F8NfBZdVSEIGCMtu,skill,foundry,melee,5ce305ee97b74e3c4cebdbc0,TRUE,
Melee (Basic),meleebasic,rOPmyLWa37e7s9v6,skill,foundry,meleebasic,5ce47042099f0c36546bddde,TRUE,
Melee (Brawling),meleebrawling,jLyoyqwmBVPjRjhM,skill,foundry,meleebrawling,5ce909163f5a0e36c0a4bab5,TRUE,
Melee (Cavalry),meleecavalry,rt1yfcjZoeSulddW,skill,foundry,meleecavalry,5cea54be0bf34d4a646aa971,TRUE,
Melee (Fencing),meleefencing,4mJoPBw4drm1kv2D,skill,foundry,meleefencing,5d18b8647209656444284f44,TRUE,
Melee (Flail),meleeflail,ZqYYWZuWwqMb3wVf,skill,foundry,meleeflail,5d0fedcc8332bf4c94ed6e9d,TRUE,
Melee (Parry),meleeparry,bJBesrdCaDqaXbQg,skill,foundry,meleeparry,5ce46ed8099f0c36546bddda,TRUE,
Melee (Polearm),meleepolearm,PzimjNx9Ojq4g6mV,skill,foundry,meleepolearm,5d0fcbfcff5ffa6a34fd158e,TRUE,
Melee (Two-Handed),meleetwohanded,Lst4xxUcxTYMlD3U,skill,foundry,meleetwohanded,5d0f3bb5a6b5ad5d006b21f2,TRUE,
Navigation,navigation,zZUX7wO4rOo8k9F0,skill,foundry,navigation,5ce116570f123f1f14a4cc67,TRUE,
Outdoor Survival,outdoorsurvival,os4NKy5Oy6sRt1eh,skill,foundry,outdoorsurvival,5ce842173ec45d1a88e3323c,TRUE,
Perception,perception,Fs06sr7y9JKpVQmB,skill,foundry,perception,5cadd0b9828dc9389cc7b16e,TRUE,
Perform (),perform,HO8vIjGTHjmenIaV,skill,foundry,perform,5ce470dd099f0c36546bdddf,TRUE,
Perform (Acrobatics),performacrobatics,vQtJqX0qb0bbpVDg,skill,foundry,performacrobatics,5ce4714b099f0c36546bdde0,TRUE,
Perform (Clowning),performclowning,c6I7wHp56nulRLic,skill,foundry,perform,5ce470dd099f0c36546bdddf,FALSE,
Perform (Dancing),performdancing,OZMvB887CeshFy7b,skill,foundry,performdancing,5d1693ef339d63247c167c88,TRUE,
Perform (Firebreathing),performfirebreathing,1dVlA24UQGuWCiPT,skill,foundry,perform,5ce470dd099f0c36546bdddf,FALSE,
Perform (Juggling),performjuggling,TXsoAJQZWcilgUli,skill,foundry,perform,5ce470dd099f0c36546bdddf,FALSE,
Perform (Miming),performmiming,qce9bEiaA9ICpl7V,skill,foundry,perform,5ce470dd099f0c36546bdddf,FALSE,
Perform (Rope Walking),performropewalking,nCnEDGtiGYgv80xJ,skill,foundry,perform,5ce470dd099f0c36546bdddf,FALSE,
Pick Lock,picklock,AkjRsazdAppqveZu,skill,foundry,picklock,5ce9ccc7179ba450886fba7f,TRUE,
Play (),play,bBLK2hznjPlby6Jb,skill,foundry,play,5cea8ed1adaed446d44365ec,TRUE,
Play (Bagpipe),playbagpipe,kFfdmvE78pEUVB6f,skill,foundry,play,5cea8ed1adaed446d44365ec,FALSE,
Play (Harpsichord),playharpsichord,GJt5I57Fbb7pj1mF,skill,foundry,play,5cea8ed1adaed446d44365ec,FALSE,
Play (Horn),playhorn,EsgYCZZbWaDZsLYx,skill,foundry,playhorn,63b5ce75d059011ad48a8645,TRUE,
Play (Lute),playlute,QXQA1ycrJHzZkIou,skill,foundry,play,5cea8ed1adaed446d44365ec,FALSE,
Play (Violin),playviolin,nQPMcmt3Q1SXAzEd,skill,foundry,playviolin,5cea8ef8adaed446d44365ed,TRUE,
Pray,pray,9xR9uO8FIvi4YsJp,skill,foundry,pray,5d167ce1339d63247c167c68,TRUE,
Ranged (),ranged,Z9hQe46ykQBZneoU,skill,foundry,ranged,5ce46f1e099f0c36546bdddb,TRUE,
Ranged (Blackpowder),rangedblackpowder,H2upcZ7q7qAPtPic,skill,foundry,rangedblackpowder,5ce46f66099f0c36546bdddc,TRUE,
Ranged (Bow),rangedbow,ZQSm2AwrgT2cHG0C,skill,foundry,rangedbow,5ce842533ec45d1a88e3323d,TRUE,
Ranged (Crossbow),rangedcrossbow,OuDdJRDo3W56zk0Z,skill,foundry,rangedcrossbow,5ce9cea1179ba450886fba82,TRUE,
Ranged (Engineering),rangedengineering,2Y91ebFapH6zRfHk,skill,foundry,rangedengineering,5cf97d99c611a9288474f5c3,TRUE,
Ranged (Entangling),rangedentangling,MWyxcAft5lonB1mB,skill,foundry,rangedentangling,5d068f634c58df585c1bc30c,TRUE,
Ranged (Explosives),rangedexplosives,UQgNIecnmaguYegE,skill,foundry,rangedexplosives,651b294b49960d00010e7ec2,TRUE,
Ranged (Sling),rangedsling,KQjZ85kKz42YQGYT,skill,foundry,rangedsling,5ce843d83ec45d1a88e3323f,TRUE,
Ranged (Throwing),rangedthrowing,NSnpJQiky8JcMnme,skill,foundry,rangedthrowing,5d17e7026dcd9568649b11d8,TRUE,
Research,research,9tbHTeuvEMZrp0rx,skill,foundry,research,5cade0c1a48cc24ecc4ecaa0,TRUE,
Ride (),ride,MeXCAQ3wqJzX07X7,skill,foundry,ride,5cadddd3a48cc24ecc4eca99,TRUE,
Ride (Demigryph),ridedemigryph,yr4ikZaXnYt7kOZd,skill,foundry,ride,5cadddd3a48cc24ecc4eca99,FALSE,
Ride (Great Wolf),ridegreatwolf,aD6f4BzQlKEGAM8d,skill,foundry,ride,5cadddd3a48cc24ecc4eca99,FALSE,
Ride (Griffon),ridegriffon,dfuN0EpNQS6eqCxZ,skill,foundry,ride,5cadddd3a48cc24ecc4eca99,FALSE,
Ride (Horse),ridehorse,oSbEE6eXH1S3LfUU,skill,foundry,ridehorse,5cadddf5a48cc24ecc4eca9a,TRUE,
Ride (Pegasus),ridepegasus,NzmG8oghB65XqdDd,skill,foundry,ride,5cadddd3a48cc24ecc4eca99,FALSE,
Row,row,KL4pCOqma5E7fLG4,skill,foundry,row,5ce984f11140dc34041696a0,TRUE,
Sail (),sail,n8IfmLt4kzMhIKIv,skill,foundry,sail,5ce986db1140dc34041696a1,TRUE,
Sail (Barge),sailbarge,WuGqleOpKoMCfhO0,skill,foundry,sailbarge,5ce987721140dc34041696a2,TRUE,
Sail (Caravel),sailcaravel,FR60c6AX1pWZz6Mc,skill,foundry,sailcaravel,5f26706140ec5f788f3ab085,TRUE,
Sail (Cog),sailcog,ZUldeWVqTnMRw5xD,skill,foundry,sailcog,5f5e90e7807c850c3dcd01b6,TRUE,
Sail (Frigate),sailfrigate,9s8S1BlR4cd5UeN8,skill,foundry,sailfrigate,5f5e910a807c850c3dcd01b7,TRUE,
Sail (Wolfship),sailwolfship,5WfSy7tUYgjvChyN,skill,foundry,sailwolfship,5f5e914f807c850c3dcd01b8,TRUE,
Secret Signs (),secretsigns,bVdhLdfuSAfMi3qq,skill,foundry,secretsigns,5caddb56a48cc24ecc4eca90,TRUE,
Secret Signs (Grey Order),secretsignsgreyorder,CJxLsDRzVMguEpF1,skill,foundry,secretsignsgreyorder,63e42e3979b42d19391ffb50,TRUE,
Secret Signs (Guilder),secretsignsguilder,D4JNPSl6VOpsVmSi,skill,foundry,secretsignsguilder,5d187c0023353e73dca2ec61,TRUE,
Secret Signs (Ranger),secretsignsranger,6l2JkMfD3mNxqiep,skill,foundry,secretsignsranger,636f7544e8373533abe494af,TRUE,
Secret Signs (Scout),secretsignsscout,COND1RfSn9v58QiN,skill,foundry,secretsignsscout,636f75fce8373533abe494b1,TRUE,
Secret Signs (Thief),secretsignsthief,AIueed3kikw3euvn,skill,foundry,secretsignsthief,5ce9ccf5179ba450886fba80,TRUE,
Secret Signs (Vagabond),secretsignsvagabond,eXLVhJVuIhm8wPUF,skill,foundry,secretsignsvagabond,5d16a5579ae1c87a18017575,TRUE,
Set Trap,settrap,HngrTVqKis08Nvcf,skill,foundry,settrap,5ce8439f3ec45d1a88e3323e,TRUE,
Sleight of Hand,sleightofhand,rvd0S8Z0v2m0MHmD,skill,foundry,sleightofhand,5ce9ce54179ba450886fba81,TRUE,
Stealth (),stealth,McTtmZu3Ac8Lh48W,skill,foundry,stealth,5ce8489d3ec45d1a88e33241,TRUE,
Stealth (Rural),stealthrural,Xk5tp3aasPNtk4zt,skill,foundry,stealthrural,5ce848c93ec45d1a88e33242,TRUE,
Stealth (Underground),stealthunderground,cHbQeJQ7cVZZyDyl,skill,foundry,stealthunderground,5d0f34d5a6b5ad5d006b21ec,TRUE,
Stealth (Urban),stealthurban,zkI6tIqbyAZvh0Th,skill,foundry,stealthurban,5ce9cbaf179ba450886fba7e,TRUE,
Swim,swim,hodHqFNKAmu40ajh,skill,foundry,swim,5ce84fb806ad2230542604e2,TRUE,
Track,track,rt2rGSwFDCDHPh0A,skill,foundry,track,5ce8518006ad2230542604e3,TRUE,
Trade (),trade,wKwel9MG7NIG3i3w,skill,foundry,trade,5cadc7f7828dc9389cc7b160,TRUE,
Trade (Apothecary),tradeapothecary,0qQqFANTRUDTDpRg,skill,foundry,tradeapothecary,5cadc89d828dc9389cc7b161,TRUE,
Trade (Calligrapher),tradecalligrapher,SMBkaNJzNKypJMA2,skill,foundry,FALSE,FALSE,FALSE,
Trade (Carpenter),tradecarpenter,qy68sCupAbzhlvVU,skill,foundry,tradecarpenter,5d066de248a38f3b4c12ef54,TRUE,
Trade (Chandler),tradechandler,PFQYm0XaYcoeSYxE,skill,foundry,FALSE,FALSE,FALSE,
Trade (Cook),tradecook,epSHxgJWtT1S0yMY,skill,foundry,tradecook,5cea8badadaed446d44365e9,TRUE,
Trade (Embalmer),tradeembalmer,weawpyxoBpAUqDJo,skill,foundry,FALSE,FALSE,FALSE,
Trade (Smith),tradesmith,Ml6ZblglcSbVhXyh,skill,foundry,FALSE,FALSE,FALSE,
Trade (Tanner),tradetanner,u9dLyalenY0AIzCT,skill,foundry,FALSE,FALSE,FALSE,
Abbess,abbess,TDErU66ZoIirO2dF,career,foundry,#N/A,#N/A,#N/A,
Advisor,advisor,TolERlCR35zIf9G4,career,foundry,advisor,5d16a8ad9ae1c87a18017578,TRUE,
Agent,agent,4YnbaP9MXqU4NBpt,career,foundry,#N/A,#N/A,#N/A,
Agitator,agitator,PmyKqVD6NOb2RzYh,career,foundry,agitator,5d0f2ef7a6b5ad5d006b21e7,TRUE,
